date,stablecoin_velocity_solana,daily_active_addresses_new_wallets_ethereum,daily_active_addresses_new_wallets_solana,energy_per_tx_ethereum,daily_active_addresses_returning_wallets_ethereum,energy_per_tx_solana,gas_consumed_native_solana,gas_consumed_native_ethereum,daily_active_addresses_returning_wallets_solana,daily_return_solana,dex_volumes_solana,dex_volumes_ethereum,tvl_usd_solana,tvl_usd_ethereum,p2p_ratio_ethereum,stablecoin_velocity_ethereum,stablecoin_supply_usd_ethereum,stablecoin_supply_usd_solana,p2p_stablecoin_transfer_volume_solana,stablecoin_transfer_volume_ethereum,stablecoin_transfer_volume_solana,p2p_stablecoin_transfer_volume_ethereum,weekly_unique_contract_deployers_solana,weekly_unique_contract_deployers_ethereum,fees_ethereum,daily_transactions_ethereum,daily_active_addresses_solana,daily_active_addresses_ethereum,fees_solana,daily_transactions_solana,market_cap_ethereum,market_cap_solana,daily_return_ethereum,price_solana,price_ethereum,date.1,daily_active_addresses_bitcoin
2015-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.33,2015-08-03,191102.0
2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.33,2015-08-04,191102.0
2015-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.33,2015-08-05,191102.0
2015-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.33,2015-08-06,191102.0
2015-08-07,,,,,,,,,,,,,,,,,,,,,,,,,99.32,2050.0,0.0,784.0,0.0,0.0,80339475.0,0.0,0.0,0.0,1.33,2015-08-07,191102.0
2015-08-08,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2881.0,0.0,605.0,0.0,0.0,80339475.0,0.0,0.0,0.0,1.33,2015-08-08,191102.0
2015-08-09,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1329.0,0.0,462.0,0.0,0.0,80339475.0,0.0,0.0,0.0,1.33,2015-08-09,191102.0
2015-08-10,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,66.53,2037.0,0.0,821.0,0.0,0.0,64539006.31,0.0,0.1128,0.0,1.48,2015-08-10,185055.42857142855
2015-08-11,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,28.43,4963.0,0.0,2132.0,0.0,0.0,76013261.05,0.0,0.0,0.0,1.48,2015-08-11,185055.42857142855
2015-08-12,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,118.97,2036.0,0.0,581.0,0.0,0.0,110468836.22,0.0,0.0,0.0,1.48,2015-08-12,185055.42857142855
2015-08-13,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,91.04,2842.0,0.0,872.0,0.0,0.0,110555313.26,0.0,0.0,0.0,1.48,2015-08-13,185055.42857142855
2015-08-14,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,47.97,3174.0,0.0,1115.0,0.0,0.0,101215246.38,0.0,0.0,0.0,1.48,2015-08-14,185055.42857142855
2015-08-15,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,26.1,2284.0,0.0,857.0,0.0,0.0,89480939.24,0.0,0.0,0.0,1.48,2015-08-15,185055.42857142855
2015-08-16,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,16.08,2440.0,0.0,765.0,0.0,0.0,87313387.95,0.0,0.0,0.0,1.48,2015-08-16,185055.42857142855
2015-08-17,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,19.59,2512.0,0.0,816.0,0.0,0.0,92957858.06,0.0,-0.0946,0.0,1.34,2015-08-17,195016.85714285716
2015-08-18,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,29.83,2494.0,0.0,834.0,0.0,0.0,90920695.87,0.0,0.0,0.0,1.34,2015-08-18,195016.85714285716
2015-08-19,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,45.81,3246.0,0.0,823.0,0.0,0.0,107749185.84,0.0,0.0,0.0,1.34,2015-08-19,195016.85714285716
2015-08-20,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,19.28,2303.0,0.0,658.0,0.0,0.0,102131022.83,0.0,0.0,0.0,1.34,2015-08-20,195016.85714285716
2015-08-21,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,21.69,3919.0,0.0,913.0,0.0,0.0,100308763.78,0.0,0.0,0.0,1.34,2015-08-21,195016.85714285716
2015-08-22,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,115.32,3579.0,0.0,840.0,0.0,0.0,98488001.44,0.0,0.0,0.0,1.34,2015-08-22,195016.85714285716
2015-08-23,,,,,,,,,,,,,,,,,,,,,,,0.0,53.0,20.07,4190.0,0.0,885.0,0.0,0.0,90625948.32,0.0,0.0,0.0,1.34,2015-08-23,195016.85714285716
2015-08-24,,,,,,,,,,,,,,,,,,,,,,,0.0,39.0,20.61,4432.0,0.0,873.0,0.0,0.0,84423109.08,0.0,-0.097,0.0,1.21,2015-08-24,190393.42857142855
2015-08-25,,,,,,,,,,,,,,,,,,,,,,,0.0,39.0,18.5,4487.0,0.0,951.0,0.0,0.0,81454879.47,0.0,0.0,0.0,1.21,2015-08-25,190393.42857142855
2015-08-26,,,,,,,,,,,,,,,,,,,,,,,0.0,39.0,16.89,4156.0,0.0,883.0,0.0,0.0,82504022.82,0.0,0.0,0.0,1.21,2015-08-26,190393.42857142855
2015-08-27,,,,,,,,,,,,,,,,,,,,,,,0.0,39.0,20.62,5590.0,0.0,929.0,0.0,0.0,86549490.63,0.0,0.0,0.0,1.21,2015-08-27,190393.42857142855
2015-08-28,,,,,,,,,,,,,,,,,,,,,,,0.0,39.0,23.31,4758.0,0.0,919.0,0.0,0.0,85515599.87,0.0,0.0,0.0,1.21,2015-08-28,190393.42857142855
2015-08-29,,,,,,,,,,,,,,,,,,,,,,,0.0,39.0,14.57,4139.0,0.0,839.0,0.0,0.0,96321049.69,0.0,0.0,0.0,1.21,2015-08-29,190393.42857142855
2015-08-30,,,,,,,,,,,,,,,,,,,,,,,0.0,39.0,15.25,4572.0,0.0,931.0,0.0,0.0,98608290.54,0.0,0.0,0.0,1.21,2015-08-30,190393.42857142855
2015-08-31,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,20.06,5196.0,0.0,947.0,0.0,0.0,98446826.49,0.0,0.0661,0.0,1.29,2015-08-31,197148.42857142855
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,20.06,5153.0,0.0,916.0,0.0,0.0,93224371.26,0.0,0.0,0.0,1.29,2015-09-01,197148.42857142855
2015-09-02,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,20.59,5195.0,0.0,875.0,0.0,0.0,92075482.63,0.0,0.0,0.0,1.29,2015-09-02,197148.42857142855
2015-09-03,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,17.7,4777.0,0.0,778.0,0.0,0.0,92596631.55,0.0,0.0,0.0,1.29,2015-09-03,197148.42857142855
2015-09-04,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,25.99,5642.0,0.0,761.0,0.0,0.0,97402782.62,0.0,0.0,0.0,1.29,2015-09-04,197148.42857142855
2015-09-05,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,23.75,5519.0,0.0,830.0,0.0,0.0,94801706.71,0.0,0.0,0.0,1.29,2015-09-05,197148.42857142855
2015-09-06,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,20.24,5521.0,0.0,965.0,0.0,0.0,91718481.32,0.0,0.0,0.0,1.29,2015-09-06,197148.42857142855
2015-09-07,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,22.88,5702.0,0.0,969.0,0.0,0.0,90274690.4,0.0,-0.1783,0.0,1.06,2015-09-07,195023.14285714287
2015-09-08,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,25.05,5622.0,0.0,1003.0,0.0,0.0,88150718.67,0.0,0.0,0.0,1.06,2015-09-08,195023.14285714287
2015-09-09,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,22.97,5604.0,0.0,980.0,0.0,0.0,85308945.82,0.0,0.0,0.0,1.06,2015-09-09,195023.14285714287
2015-09-10,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,15.48,5341.0,0.0,989.0,0.0,0.0,71394234.95,0.0,0.0,0.0,1.06,2015-09-10,195023.14285714287
2015-09-11,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,18.43,6460.0,0.0,1088.0,0.0,0.0,75931677.01,0.0,0.0,0.0,1.06,2015-09-11,195023.14285714287
2015-09-12,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,21.32,5596.0,0.0,942.0,0.0,0.0,68673818.8,0.0,0.0,0.0,1.06,2015-09-12,195023.14285714287
2015-09-13,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,16.74,6057.0,0.0,954.0,0.0,0.0,63965969.21,0.0,0.0,0.0,1.06,2015-09-13,195023.14285714287
2015-09-14,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,18.65,5572.0,0.0,1013.0,0.0,0.0,68951445.23,0.0,-0.1509,0.0,0.9,2015-09-14,205236.85714285716
2015-09-15,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,15.22,5409.0,0.0,906.0,0.0,0.0,66147947.58,0.0,0.0,0.0,0.9,2015-09-15,205236.85714285716
2015-09-16,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,26.75,5872.0,0.0,920.0,0.0,0.0,64693831.08,0.0,0.0,0.0,0.9,2015-09-16,205236.85714285716
2015-09-17,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,14.48,5368.0,0.0,982.0,0.0,0.0,62003275.12,0.0,0.0,0.0,0.9,2015-09-17,205236.85714285716
2015-09-18,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,20.88,5802.0,0.0,891.0,0.0,0.0,64666306.23,0.0,0.0,0.0,0.9,2015-09-18,205236.85714285716
2015-09-19,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,14.95,5205.0,0.0,840.0,0.0,0.0,68666556.12,0.0,0.0,0.0,0.9,2015-09-19,205236.85714285716
2015-09-20,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,19.77,6402.0,0.0,904.0,0.0,0.0,66105164.81,0.0,0.0,0.0,0.9,2015-09-20,205236.85714285716
2015-09-21,,,,,,,,,,,,,,,,,,,,,,,0.0,38.0,18.27,6305.0,0.0,988.0,0.0,0.0,65835322.78,0.0,-0.1333,0.0,0.78,2015-09-21,209270.7142857143
2015-09-22,,,,,,,,,,,,,,,,,,,,,,,0.0,38.0,20.39,6804.0,0.0,1001.0,0.0,0.0,65633959.75,0.0,0.0,0.0,0.78,2015-09-22,209270.7142857143
2015-09-23,,,,,,,,,,,,,,,,,,,,,,,0.0,38.0,17.46,7404.0,0.0,969.0,0.0,0.0,59927327.71,0.0,0.0,0.0,0.78,2015-09-23,209270.7142857143
2015-09-24,,,,,,,,,,,,,,,,,,,,,,,0.0,38.0,15.28,6224.0,0.0,1004.0,0.0,0.0,54400658.25,0.0,0.0,0.0,0.78,2015-09-24,209270.7142857143
2015-09-25,,,,,,,,,,,,,,,,,,,,,,,0.0,38.0,15.3,5851.0,0.0,974.0,0.0,0.0,57158415.44,0.0,0.0,0.0,0.78,2015-09-25,209270.7142857143
2015-09-26,,,,,,,,,,,,,,,,,,,,,,,0.0,38.0,13.4,5907.0,0.0,890.0,0.0,0.0,53028193.82,0.0,0.0,0.0,0.78,2015-09-26,209270.7142857143
2015-09-27,,,,,,,,,,,,,,,,,,,,,,,0.0,38.0,9.82,5760.0,0.0,907.0,0.0,0.0,42874816.97,0.0,0.0,0.0,0.78,2015-09-27,209270.7142857143
2015-09-28,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,12.2,6123.0,0.0,1003.0,0.0,0.0,48389042.9,0.0,-0.1282,0.0,0.68,2015-09-28,208860.85714285716
2015-09-29,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,13.05,5738.0,0.0,962.0,0.0,0.0,54065419.51,0.0,0.0,0.0,0.68,2015-09-29,208860.85714285716
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,11.5,5870.0,0.0,924.0,0.0,0.0,50481342.53,0.0,0.0,0.0,0.68,2015-09-30,208860.85714285716
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,11.86,6421.0,0.0,947.0,0.0,0.0,49792779.29,0.0,0.0,0.0,0.68,2015-10-01,208860.85714285716
2015-10-02,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,13.43,6063.0,0.0,857.0,0.0,0.0,50638684.02,0.0,0.0,0.0,0.68,2015-10-02,208860.85714285716
2015-10-03,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,13.07,6112.0,0.0,890.0,0.0,0.0,49187272.35,0.0,0.0,0.0,0.68,2015-10-03,208860.85714285716
2015-10-04,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,11.85,6624.0,0.0,872.0,0.0,0.0,46307572.65,0.0,0.0,0.0,0.68,2015-10-04,208860.85714285716
2015-10-05,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,14.83,6279.0,0.0,871.0,0.0,0.0,47605896.39,0.0,-0.0735,0.0,0.63,2015-10-05,196844.7142857143
2015-10-06,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,12.19,6458.0,0.0,907.0,0.0,0.0,44984157.19,0.0,0.0,0.0,0.63,2015-10-06,196844.7142857143
2015-10-07,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,15.19,7121.0,0.0,881.0,0.0,0.0,45977519.8,0.0,0.0,0.0,0.63,2015-10-07,196844.7142857143
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,15.58,6926.0,0.0,865.0,0.0,0.0,47989631.25,0.0,0.0,0.0,0.63,2015-10-08,196844.7142857143
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,14.24,6763.0,0.0,868.0,0.0,0.0,46490996.55,0.0,0.0,0.0,0.63,2015-10-09,196844.7142857143
2015-10-10,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,14.5,6529.0,0.0,793.0,0.0,0.0,47026115.24,0.0,0.0,0.0,0.63,2015-10-10,196844.7142857143
2015-10-11,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,11.32,6023.0,0.0,840.0,0.0,0.0,46416611.84,0.0,0.0,0.0,0.63,2015-10-11,196844.7142857143
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,12.9,6593.0,0.0,832.0,0.0,0.0,44485499.3,0.0,-0.1429,0.0,0.54,2015-10-12,227820.2857142857
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,12.76,6818.0,0.0,846.0,0.0,0.0,38272635.02,0.0,0.0,0.0,0.54,2015-10-13,227820.2857142857
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,13.29,6830.0,0.0,956.0,0.0,0.0,41527413.54,0.0,0.0,0.0,0.54,2015-10-14,227820.2857142857
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,20.12,6499.0,0.0,876.0,0.0,0.0,39443831.32,0.0,0.0,0.0,0.54,2015-10-15,227820.2857142857
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,23.26,6795.0,0.0,882.0,0.0,0.0,40632190.62,0.0,0.0,0.0,0.54,2015-10-16,227820.2857142857
2015-10-17,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,12.74,6567.0,0.0,867.0,0.0,0.0,38382124.42,0.0,0.0,0.0,0.54,2015-10-17,227820.2857142857
2015-10-18,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,12.77,6481.0,0.0,818.0,0.0,0.0,36070935.31,0.0,0.0,0.0,0.54,2015-10-18,227820.2857142857
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,10.13,6604.0,0.0,842.0,0.0,0.0,32076052.63,0.0,0.037,0.0,0.56,2015-10-19,252436.57142857145
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,10.14,5897.0,0.0,837.0,0.0,0.0,32590298.01,0.0,0.0,0.0,0.56,2015-10-20,252436.57142857145
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,11.49,6182.0,0.0,873.0,0.0,0.0,41918540.78,0.0,0.0,0.0,0.56,2015-10-21,252436.57142857145
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,14.28,5979.0,0.0,849.0,0.0,0.0,40100107.01,0.0,0.0,0.0,0.56,2015-10-22,252436.57142857145
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,15.63,6888.0,0.0,957.0,0.0,0.0,42179070.76,0.0,0.0,0.0,0.56,2015-10-23,252436.57142857145
2015-10-24,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,13.52,6361.0,0.0,869.0,0.0,0.0,46895926.26,0.0,0.0,0.0,0.56,2015-10-24,252436.57142857145
2015-10-25,,,,,,,,,,,,,,,,,,,,,,,0.0,71.0,13.51,5830.0,0.0,918.0,0.0,0.0,55226993.79,0.0,0.0,0.0,0.56,2015-10-25,252436.57142857145
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,0.0,73.0,18.41,5938.0,0.0,987.0,0.0,0.0,63451496.57,0.0,0.7857,0.0,1.0,2015-10-26,250221.14285714287
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,0.0,73.0,38.2,6784.0,0.0,1150.0,0.0,0.0,75057962.81,0.0,0.0,0.0,1.0,2015-10-27,250221.14285714287
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,0.0,73.0,25.37,7346.0,0.0,1167.0,0.0,0.0,86478981.55,0.0,0.0,0.0,1.0,2015-10-28,250221.14285714287
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,0.0,73.0,26.15,7836.0,0.0,1269.0,0.0,0.0,77447839.43,0.0,0.0,0.0,1.0,2015-10-29,250221.14285714287
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,0.0,73.0,24.43,7941.0,0.0,1315.0,0.0,0.0,67453442.48,0.0,0.0,0.0,1.0,2015-10-30,250221.14285714287
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,0.0,73.0,32.78,7557.0,0.0,1222.0,0.0,0.0,78742733.25,0.0,0.0,0.0,1.0,2015-10-31,250221.14285714287
2015-11-01,,,,,,,,,,,,,,,,,,,,,,,0.0,73.0,30.89,6915.0,0.0,1157.0,0.0,0.0,71066352.06,0.0,0.0,0.0,1.0,2015-11-01,250221.14285714287
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,0.0,101.0,20.84,6558.0,0.0,1332.0,0.0,0.0,74613449.56,0.0,-0.05,0.0,0.95,2015-11-02,284958.71428571426
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,0.0,101.0,22.08,7399.0,0.0,1249.0,0.0,0.0,67152505.55,0.0,0.0,0.0,0.95,2015-11-03,284958.71428571426
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,0.0,101.0,17.03,7037.0,0.0,1241.0,0.0,0.0,67532501.1,0.0,0.0,0.0,0.95,2015-11-04,284958.71428571426
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,0.0,101.0,19.27,7498.0,0.0,1288.0,0.0,0.0,67767390.1,0.0,0.0,0.0,0.95,2015-11-05,284958.71428571426
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,0.0,101.0,29.4,7882.0,0.0,1241.0,0.0,0.0,68761146.28,0.0,0.0,0.0,0.95,2015-11-06,284958.71428571426
2015-11-07,,,,,,,,,,,,,,,,,,,,,,,0.0,101.0,66.12,10996.0,0.0,1176.0,0.0,0.0,76839299.32,0.0,0.0,0.0,0.95,2015-11-07,284958.71428571426
2015-11-08,,,,,,,,,,,,,,,,,,,,,,,0.0,101.0,58.81,12413.0,0.0,1188.0,0.0,0.0,74277547.08,0.0,0.0,0.0,0.95,2015-11-08,284958.71428571426
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,0.0,83.0,21.06,7689.0,0.0,1342.0,0.0,0.0,69753492.14,0.0,-0.0632,0.0,0.89,2015-11-09,259164.0
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,0.0,83.0,24.22,8151.0,0.0,1270.0,0.0,0.0,58873875.71,0.0,0.0,0.0,0.89,2015-11-10,259164.0
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,0.0,83.0,41.57,10217.0,0.0,1260.0,0.0,0.0,67254888.2,0.0,0.0,0.0,0.89,2015-11-11,259164.0
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,0.0,83.0,46.81,9534.0,0.0,1215.0,0.0,0.0,67527257.41,0.0,0.0,0.0,0.89,2015-11-12,259164.0
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,0.0,83.0,25.79,7891.0,0.0,1194.0,0.0,0.0,66066714.49,0.0,0.0,0.0,0.89,2015-11-13,259164.0
2015-11-14,,,,,,,,,,,,,,,,,,,,,,,0.0,83.0,33.76,7211.0,0.0,1240.0,0.0,0.0,68078325.79,0.0,0.0,0.0,0.89,2015-11-14,259164.0
2015-11-15,,,,,,,,,,,,,,,,,,,,,,,0.0,83.0,21.45,7170.0,0.0,1219.0,0.0,0.0,69812830.41,0.0,0.0,0.0,0.89,2015-11-15,259164.0
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,20.44,7442.0,0.0,1272.0,0.0,0.0,74440734.3,0.0,0.0787,0.0,0.96,2015-11-16,259355.57142857145
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,19.09,7145.0,0.0,1306.0,0.0,0.0,74402718.75,0.0,0.0,0.0,0.96,2015-11-17,259355.57142857145
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,19.64,7373.0,0.0,1304.0,0.0,0.0,71212297.76,0.0,0.0,0.0,0.96,2015-11-18,259355.57142857145
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,29.41,8876.0,0.0,1280.0,0.0,0.0,69388368.58,0.0,0.0,0.0,0.96,2015-11-19,259355.57142857145
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,23.34,6348.0,0.0,1068.0,0.0,0.0,72914368.8,0.0,0.0,0.0,0.96,2015-11-20,259355.57142857145
2015-11-21,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,21.7,6822.0,0.0,1097.0,0.0,0.0,72276339.25,0.0,0.0,0.0,0.96,2015-11-21,259355.57142857145
2015-11-22,,,,,,,,,,,,,,,,,,,,,,,0.0,48.0,21.25,7083.0,0.0,1027.0,0.0,0.0,70839197.82,0.0,0.0,0.0,0.96,2015-11-22,259355.57142857145
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,23.95,8260.0,0.0,1137.0,0.0,0.0,67424299.4,0.0,-0.0729,0.0,0.89,2015-11-23,251713.7142857143
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,22.5,7152.0,0.0,1127.0,0.0,0.0,65072847.33,0.0,0.0,0.0,0.89,2015-11-24,251713.7142857143
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,22.3,7098.0,0.0,1123.0,0.0,0.0,67132055.61,0.0,0.0,0.0,0.89,2015-11-25,251713.7142857143
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,16.21,7278.0,0.0,1140.0,0.0,0.0,65341845.39,0.0,0.0,0.0,0.89,2015-11-26,251713.7142857143
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,17.25,6639.0,0.0,1030.0,0.0,0.0,68868768.29,0.0,0.0,0.0,0.89,2015-11-27,251713.7142857143
2015-11-28,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,25.4,6817.0,0.0,1047.0,0.0,0.0,65463342.97,0.0,0.0,0.0,0.89,2015-11-28,251713.7142857143
2015-11-29,,,,,,,,,,,,,,,,,,,,,,,0.0,52.0,15.88,6853.0,0.0,1078.0,0.0,0.0,65624853.97,0.0,0.0,0.0,0.89,2015-11-29,251713.7142857143
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,0.0,97.0,36.43,8986.0,0.0,1006.0,0.0,0.0,65752486.03,0.0,-0.0562,0.0,0.84,2015-11-30,285163.71428571426
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,0.0,97.0,21.51,6794.0,0.0,982.0,0.0,0.0,61844779.03,0.0,0.0,0.0,0.84,2015-12-01,285163.71428571426
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,0.0,97.0,18.87,6502.0,0.0,938.0,0.0,0.0,62018808.09,0.0,0.0,0.0,0.84,2015-12-02,285163.71428571426
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,0.0,97.0,17.89,6971.0,0.0,1000.0,0.0,0.0,63094325.08,0.0,0.0,0.0,0.84,2015-12-03,285163.71428571426
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,0.0,97.0,21.39,6898.0,0.0,965.0,0.0,0.0,65056337.64,0.0,0.0,0.0,0.84,2015-12-04,285163.71428571426
2015-12-05,,,,,,,,,,,,,,,,,,,,,,,0.0,97.0,21.85,6784.0,0.0,994.0,0.0,0.0,62850264.42,0.0,0.0,0.0,0.84,2015-12-05,285163.71428571426
2015-12-06,,,,,,,,,,,,,,,,,,,,,,,0.0,97.0,27.46,9103.0,0.0,1314.0,0.0,0.0,60292476.61,0.0,0.0,0.0,0.84,2015-12-06,285163.71428571426
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,0.0,106.0,15.79,7141.0,0.0,1290.0,0.0,0.0,61675859.11,0.0,0.0714,0.0,0.9,2015-12-07,322794.14285714284
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,0.0,106.0,14.48,6697.0,0.0,1120.0,0.0,0.0,59661067.18,0.0,0.0,0.0,0.9,2015-12-08,322794.14285714284
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,0.0,106.0,17.18,7001.0,0.0,1107.0,0.0,0.0,63872552.28,0.0,0.0,0.0,0.9,2015-12-09,322794.14285714284
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,0.0,106.0,20.79,7444.0,0.0,1093.0,0.0,0.0,69119370.63,0.0,0.0,0.0,0.9,2015-12-10,322794.14285714284
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,0.0,106.0,32.74,8105.0,0.0,1134.0,0.0,0.0,73250296.07,0.0,0.0,0.0,0.9,2015-12-11,322794.14285714284
2015-12-12,,,,,,,,,,,,,,,,,,,,,,,0.0,106.0,44.32,8205.0,0.0,1510.0,0.0,0.0,72302484.28,0.0,0.0,0.0,0.9,2015-12-12,322794.14285714284
2015-12-13,,,,,,,,,,,,,,,,,,,,,,,0.0,106.0,37.3,7426.0,0.0,1288.0,0.0,0.0,75133022.4,0.0,0.0,0.0,0.9,2015-12-13,322794.14285714284
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,0.0,107.0,151.85,15550.0,0.0,1511.0,0.0,0.0,76787012.6,0.0,0.0444,0.0,0.94,2015-12-14,329614.5714285714
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,0.0,107.0,226.28,21098.0,0.0,1487.0,0.0,0.0,74686005.23,0.0,0.0,0.0,0.94,2015-12-15,329614.5714285714
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,0.0,107.0,83.15,10304.0,0.0,1496.0,0.0,0.0,71033582.41,0.0,0.0,0.0,0.94,2015-12-16,329614.5714285714
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,0.0,107.0,59.69,9612.0,0.0,1672.0,0.0,0.0,69616990.99,0.0,0.0,0.0,0.94,2015-12-17,329614.5714285714
