date,stablecoin_velocity_solana,daily_active_addresses_new_wallets_ethereum,daily_active_addresses_new_wallets_solana,energy_per_tx_ethereum,daily_active_addresses_returning_wallets_ethereum,energy_per_tx_solana,gas_consumed_native_solana,gas_consumed_native_ethereum,daily_active_addresses_returning_wallets_solana,daily_return_solana,dex_volumes_solana,dex_volumes_ethereum,tvl_usd_solana,tvl_usd_ethereum,p2p_ratio_ethereum,stablecoin_velocity_ethereum,stablecoin_supply_usd_ethereum,stablecoin_supply_usd_solana,p2p_stablecoin_transfer_volume_solana,stablecoin_transfer_volume_ethereum,stablecoin_transfer_volume_solana,p2p_stablecoin_transfer_volume_ethereum,weekly_unique_contract_deployers_solana,weekly_unique_contract_deployers_ethereum,fees_ethereum,daily_transactions_ethereum,daily_active_addresses_solana,daily_active_addresses_ethereum,fees_solana,daily_transactions_solana,market_cap_ethereum,market_cap_solana,daily_return_ethereum,price_solana,price_ethereum,date.1,daily_active_addresses_bitcoin
2020-10-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468946673.07,0.0,9424159624.0,0.5204,2.0532,15188633190.2,0.0,0.0,31185058480.1,0.0,16229549038.96,0.0,2709.0,2685417.43,1004701.0,13470.0,285525.0,570.8,6391094.0,42273071872.95,102599664.11,0.0,2.41,356.58,2020-10-11,605570.5714285715
2020-10-12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0456,0.0,389830987.72,0.0,9534112799.0,0.5765,1.7249,15606597688.26,0.0,0.0,26920386275.57,0.0,15520567843.05,0.0,2973.0,4271522.24,1092162.0,14997.0,292939.0,609.17,6616900.0,43787622889.79,109398780.83,0.0566,2.3,376.78,2020-10-12,593480.8571428572
2020-10-13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645379086.29,0.0,9551252381.0,0.5765,1.7249,15606597688.26,0.0,0.0,26920386275.57,0.0,15520567843.05,0.0,2973.0,4347068.16,1127396.0,15597.0,326903.0,520.71,5567057.0,43068111158.11,104349414.8,0.0,2.3,376.78,2020-10-13,593480.8571428572
2020-10-14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422365170.34,0.0,9609273731.0,0.5765,1.7249,15606597688.26,0.0,0.0,26920386275.57,0.0,15520567843.05,0.0,2973.0,4499487.84,1093927.0,9184.0,315375.0,484.53,3656691.0,42827891085.95,100630989.39,0.0,2.3,376.78,2020-10-14,593480.8571428572
2020-10-15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369918921.18,0.0,9606813826.0,0.5765,1.7249,15606597688.26,0.0,0.0,26920386275.57,0.0,15520567843.05,0.0,2973.0,4393106.83,1249576.0,7015.0,446866.0,473.39,2936507.0,42625398559.36,98861299.73,0.0,2.3,376.78,2020-10-15,593480.8571428572
2020-10-16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248675154.14,0.0,9486053677.0,0.5765,1.7249,15606597688.26,0.0,0.0,26920386275.57,0.0,15520567843.05,0.0,2973.0,3472285.14,1161135.0,9412.0,402238.0,486.91,2996838.0,41424753265.12,93684534.76,0.0,2.3,376.78,2020-10-16,593480.8571428572
2020-10-17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273732663.24,0.0,9303856301.0,0.5765,1.7249,15606597688.26,0.0,0.0,26920386275.57,0.0,15520567843.05,0.0,2973.0,1909206.94,1051772.0,5496.0,354468.0,500.21,2252925.0,41654901940.04,95604758.79,0.0,2.3,376.78,2020-10-17,593480.8571428572
2020-10-18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359097562.55,0.0,9261728669.0,0.5765,1.7249,15606597688.26,0.0,0.0,26920386275.57,0.0,15520567843.05,0.0,2973.0,2075383.31,995711.0,3788.0,297272.0,502.26,1849736.0,42730815492.79,96201418.3,0.0,2.3,376.78,2020-10-18,593480.8571428572
2020-10-19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1652,0.0,396877098.48,0.0,9372412332.0,0.5056,2.061,15548524461.12,0.0,0.0,32046222514.26,0.0,16202531899.52,0.0,3147.0,3174741.96,1128930.0,4743.0,319047.0,469.06,2069031.0,42919073937.74,89483911.15,0.0537,1.92,397.03,2020-10-19,606024.1428571428
2020-10-20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529216504.37,0.0,9398991558.0,0.5056,2.061,15548524461.12,0.0,0.0,32046222514.26,0.0,16202531899.52,0.0,3147.0,3337756.28,1105678.0,6167.0,308966.0,436.39,5175992.0,41623179886.8,82488167.14,0.0,1.92,397.03,2020-10-20,606024.1428571428
2020-10-21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550395713.8,0.0,9168352692.0,0.5056,2.061,15548524461.12,0.0,0.0,32046222514.26,0.0,16202531899.52,0.0,3147.0,4492968.38,1159354.0,20940.0,334545.0,442.27,8877310.0,44137912522.42,82144490.26,0.0,1.92,397.03,2020-10-21,606024.1428571428
2020-10-22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389459464.46,0.0,9299526664.0,0.5056,2.061,15548524461.12,0.0,0.0,32046222514.26,0.0,16202531899.52,0.0,3147.0,4008742.33,1189043.0,18153.0,366664.0,461.44,9811472.0,46776265907.29,86559361.41,0.0,1.92,397.03,2020-10-22,606024.1428571428
2020-10-23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247240318.02,0.0,9479153724.0,0.5056,2.061,15548524461.12,0.0,0.0,32046222514.26,0.0,16202531899.52,0.0,3147.0,3600244.29,1132837.0,15214.0,348025.0,461.31,8042654.0,46233128841.05,86992250.29,0.0,1.92,397.03,2020-10-23,606024.1428571428
2020-10-24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255418504.48,0.0,9566021682.0,0.5056,2.061,15548524461.12,0.0,0.0,32046222514.26,0.0,16202531899.52,0.0,3147.0,1863001.2,1012156.0,11769.0,318974.0,456.35,6887337.0,46625376044.8,85097119.42,0.0,1.92,397.03,2020-10-24,606024.1428571428
2020-10-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2431761331.06,0.0,9682163403.0,0.5056,2.061,15548524461.12,0.0,0.0,32046222514.26,0.0,16202531899.52,0.0,3147.0,1906014.1,965206.0,16063.0,276177.0,425.61,7058407.0,45985592948.89,80166567.41,0.0,1.92,397.03,2020-10-25,606024.1428571428
2020-10-26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1875,0.0,393781766.27,0.0,9686799336.0,0.3035,3.4842,15822834813.25,0.0,0.0,55130008131.08,0.0,16730054601.37,0.0,3118.0,3476407.69,1086139.0,23113.0,300969.0,408.22,9433732.0,44537523611.83,76352252.52,-0.0156,1.56,390.85,2020-10-26,486160.1428571429
2020-10-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568400897.34,0.0,9408718224.0,0.3035,3.4842,15822834813.25,0.0,0.0,55130008131.08,0.0,16730054601.37,0.0,3118.0,2541135.6,1078466.0,26846.0,303401.0,414.54,9779164.0,45687568527.06,78379682.65,0.0,1.56,390.85,2020-10-27,486160.1428571429
2020-10-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474260209.74,0.0,9558095680.0,0.3035,3.4842,15822834813.25,0.0,0.0,55130008131.08,0.0,16730054601.37,0.0,3118.0,3771856.53,1139608.0,24854.0,325468.0,367.71,10157678.0,43943405500.51,69484097.07,0.0,1.56,390.85,2020-10-28,486160.1428571429
2020-10-29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485619570.98,0.0,9480832927.0,0.3035,3.4842,15822834813.25,0.0,0.0,55130008131.08,0.0,16730054601.37,0.0,3118.0,3937740.63,1107849.0,8167.0,294231.0,343.54,8743469.0,43798925859.12,65484559.75,0.0,1.56,390.85,2020-10-29,486160.1428571429
2020-10-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322665548.01,0.0,9427232216.0,0.3035,3.4842,15822834813.25,0.0,0.0,55130008131.08,0.0,16730054601.37,0.0,3118.0,3536928.59,1111013.0,26848.0,310398.0,349.32,9797676.0,43341298725.5,65971825.09,0.0,1.56,390.85,2020-10-30,486160.1428571429
2020-10-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287907816.83,0.0,9276773906.0,0.3035,3.4842,15822834813.25,0.0,0.0,55130008131.08,0.0,16730054601.37,0.0,3118.0,2309413.01,1089587.0,7745.0,331932.0,367.7,7296858.0,43692767478.31,70310236.99,0.0,1.56,390.85,2020-10-31,486160.1428571429
2020-11-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353791977.56,0.0,9448027532.0,0.3035,3.4842,15822834813.25,0.0,0.0,55130008131.08,0.0,16730054601.37,0.0,3118.0,1906862.84,1050753.0,8066.0,307001.0,383.91,6301582.0,44687833549.99,73223097.97,0.0,1.56,390.85,2020-11-01,486160.1428571429
2020-11-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,350438579.66,0.0,9438850552.0,0.5765,1.9931,16331479116.7,0.0,0.0,32550074473.2,0.0,18765127739.79,0.0,2719.0,3376070.98,1156870.0,8047.0,330400.0,359.47,7567579.0,43437224863.29,67681588.11,0.0726,1.69,419.22,2020-11-02,644364.2857142857
2020-11-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360577890.33,0.0,9225994311.0,0.5765,1.9931,16331479116.7,0.0,0.0,32550074473.2,0.0,18765127739.79,0.0,2719.0,2600750.7,1119359.0,9573.0,326256.0,342.51,6939810.0,43903834507.36,64789424.24,0.0,1.69,419.22,2020-11-03,644364.2857142857
2020-11-04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482836203.21,0.0,9187006370.0,0.5765,1.9931,16331479116.7,0.0,0.0,32550074473.2,0.0,18765127739.79,0.0,2719.0,2227179.78,1137324.0,13948.0,384025.0,384.93,8447643.0,45360338717.11,64037059.28,0.0,1.69,419.22,2020-11-04,644364.2857142857
2020-11-05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583065135.97,0.0,9278168351.0,0.5765,1.9931,16331479116.7,0.0,0.0,32550074473.2,0.0,18765127739.79,0.0,2719.0,3130419.66,1128431.0,13351.0,338757.0,459.08,10001237.0,47077208350.07,64230247.79,0.0,1.69,419.22,2020-11-05,644364.2857142857
2020-11-06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660044471.02,0.0,9489897070.0,0.5765,1.9931,16331479116.7,0.0,0.0,32550074473.2,0.0,18765127739.79,0.0,2719.0,4109535.81,1171971.0,17902.0,368222.0,688.71,10575674.0,51546745852.68,88646989.63,0.0,1.69,419.22,2020-11-06,644364.2857142857
2020-11-07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335769633.74,0.0,10119602295.0,0.5765,1.9931,16331479116.7,0.0,0.0,32550074473.2,0.0,18765127739.79,0.0,2719.0,3723252.55,1131722.0,32922.0,351557.0,749.13,11547635.0,49463138492.49,94477844.76,0.0,1.69,419.22,2020-11-07,644364.2857142857
2020-11-08,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413993010.81,0.0,10094320688.0,0.5765,1.9931,16331479116.7,0.0,0.0,32550074473.2,0.0,18765127739.79,0.0,2719.0,1941345.75,1016465.0,22855.0,319703.0,814.77,9363234.0,51682115129.36,99153483.96,0.0,1.69,419.22,2020-11-08,644364.2857142857
2020-11-09,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1953,0.0,376676066.48,0.0,10309524193.0,0.5386,1.868,16460013764.94,0.0,0.0,30746615144.85,0.0,16559271286.82,0.0,2650.0,2833105.13,1147695.0,17582.0,350860.0,796.03,9368759.0,50377035452.21,92911864.56,0.0932,2.02,458.31,2020-11-09,655611.1428571428
2020-11-10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372763099.15,0.0,10763930415.0,0.5386,1.868,16460013764.94,0.0,0.0,30746615144.85,0.0,16559271286.82,0.0,2650.0,3397649.79,1157455.0,13558.0,334163.0,916.49,8936703.0,51000796202.07,104439762.47,0.0,2.02,458.31,2020-11-10,655611.1428571428
2020-11-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372041057.5,0.0,10834571314.0,0.5386,1.868,16460013764.94,0.0,0.0,30746615144.85,0.0,16559271286.82,0.0,2650.0,3475968.62,1096582.0,13495.0,342621.0,816.59,8769835.0,52569790942.7,91842384.43,0.0,2.02,458.31,2020-11-11,655611.1428571428
2020-11-12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438659664.68,0.0,11260286996.0,0.5386,1.868,16460013764.94,0.0,0.0,30746615144.85,0.0,16559271286.82,0.0,2650.0,3860333.96,1099253.0,13685.0,324161.0,790.91,8323647.0,52548309254.49,86929582.54,0.0,2.02,458.31,2020-11-12,655611.1428571428
2020-11-13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801790250.1,0.0,11140696500.0,0.5386,1.868,16460013764.94,0.0,0.0,30746615144.85,0.0,16559271286.82,0.0,2650.0,3911755.62,1156377.0,15010.0,338420.0,865.02,8977379.0,53963588841.13,92395446.4,0.0,2.02,458.31,2020-11-13,655611.1428571428
2020-11-14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425450216.2,0.0,11431050447.0,0.5386,1.868,16460013764.94,0.0,0.0,30746615144.85,0.0,16559271286.82,0.0,2650.0,2583439.73,1067063.0,27517.0,346474.0,791.37,8676701.0,52476765553.12,88345125.42,0.0,2.02,458.31,2020-11-14,655611.1428571428
2020-11-15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490762019.19,0.0,11245628147.0,0.5386,1.868,16460013764.94,0.0,0.0,30746615144.85,0.0,16559271286.82,0.0,2650.0,2264736.72,1037428.0,20837.0,311005.0,837.78,9077765.0,50978678612.61,93688716.0,0.0,2.02,458.31,2020-11-15,655611.1428571428
2020-11-16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0792,0.0,644495937.42,0.0,11279169924.0,0.5085,2.4583,16540750323.21,0.0,0.0,40662306151.16,0.0,20675945574.67,0.0,2382.0,3267364.27,1105512.0,15773.0,333239.0,908.77,9279007.0,52356872782.27,103751002.09,0.0948,2.18,501.78,2020-11-16,680132.2857142857
2020-11-17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586883643.32,0.0,11354442221.0,0.5085,2.4583,16540750323.21,0.0,0.0,40662306151.16,0.0,20675945574.67,0.0,2382.0,5676783.63,1173012.0,11268.0,344458.0,890.65,9794454.0,54716609289.54,101161954.41,0.0,2.18,501.78,2020-11-17,680132.2857142857
2020-11-18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493561824.01,0.0,11005869155.0,0.5085,2.4583,16540750323.21,0.0,0.0,40662306151.16,0.0,20675945574.67,0.0,2382.0,6109570.16,1120798.0,8285.0,323275.0,851.71,10354794.0,54435713128.05,97122156.75,0.0,2.18,501.78,2020-11-18,680132.2857142857
2020-11-19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608280255.04,0.0,11144581329.0,0.5085,2.4583,16540750323.21,0.0,0.0,40662306151.16,0.0,20675945574.67,0.0,2382.0,3663221.7,1122748.0,8034.0,328301.0,832.4,8957816.0,53447508889.23,95016544.58,0.0,2.18,501.78,2020-11-19,680132.2857142857
2020-11-20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700462614.02,0.0,11135277222.0,0.5085,2.4583,16540750323.21,0.0,0.0,40662306151.16,0.0,20675945574.67,0.0,2382.0,5188312.43,1162871.0,8334.0,350677.0,787.5,9287830.0,57875755337.83,96699115.09,0.0,2.18,501.78,2020-11-20,680132.2857142857
2020-11-21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811276763.54,0.0,11818344633.0,0.5085,2.4583,16540750323.21,0.0,0.0,40662306151.16,0.0,20675945574.67,0.0,2382.0,5567400.56,1172183.0,11487.0,368624.0,880.66,9709744.0,62062910159.28,109103139.9,0.0,2.18,501.78,2020-11-21,680132.2857142857
2020-11-22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669203458.04,0.0,11898795713.0,0.5085,2.4583,16540750323.21,0.0,0.0,40662306151.16,0.0,20675945574.67,0.0,2382.0,5439430.0,1148006.0,10232.0,360119.0,752.68,11095326.0,64219272617.02,99643753.25,0.0,2.18,501.78,2020-11-22,680132.2857142857
2020-11-23,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0596,0.0,726801368.53,0.0,11891978993.0,0.5498,2.3733,16904590949.65,0.0,0.0,40120211595.7,0.0,22056772129.22,0.0,2305.0,7087550.03,1213632.0,11170.0,367072.0,817.83,10360567.0,68705033455.82,104405683.74,0.1181,2.05,561.05,2020-11-23,653512.5714285715
2020-11-24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544134285.15,0.0,12027095760.0,0.5498,2.3733,16904590949.65,0.0,0.0,40120211595.7,0.0,22056772129.22,0.0,2305.0,8637507.04,1240072.0,13152.0,354143.0,825.98,11224615.0,68461935305.64,103371313.29,0.0,2.05,561.05,2020-11-24,653512.5714285715
2020-11-25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260395439.28,0.0,12034238540.0,0.5498,2.3733,16904590949.65,0.0,0.0,40120211595.7,0.0,22056772129.22,0.0,2305.0,5204116.12,1205924.0,10338.0,378494.0,823.28,9311570.0,64369854808.74,103929950.41,0.0,2.05,561.05,2020-11-25,653512.5714285715
2020-11-26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429200077.67,0.0,11800823283.0,0.5498,2.3733,16904590949.65,0.0,0.0,40120211595.7,0.0,22056772129.22,0.0,2305.0,11608300.81,1173330.0,5834.0,323721.0,646.03,11847030.0,58947811751.58,87261948.46,0.0,2.05,561.05,2020-11-26,653512.5714285715
2020-11-27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362786406.44,0.0,10744279937.0,0.5498,2.3733,16904590949.65,0.0,0.0,40120211595.7,0.0,22056772129.22,0.0,2305.0,3234045.35,1102889.0,5810.0,363813.0,647.54,10045184.0,58773961397.9,85368717.63,0.0,2.05,561.05,2020-11-27,653512.5714285715
2020-11-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345001311.68,0.0,10649860444.0,0.5498,2.3733,16904590949.65,0.0,0.0,40120211595.7,0.0,22056772129.22,0.0,2305.0,2411216.69,992335.0,4765.0,330592.0,634.22,7914031.0,61290956964.36,86876340.86,0.0,2.05,561.05,2020-11-28,653512.5714285715
2020-11-29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687357904.35,0.0,10970685022.0,0.5498,2.3733,16904590949.65,0.0,0.0,40120211595.7,0.0,22056772129.22,0.0,2305.0,2255726.95,993930.0,3848.0,361916.0,643.6,8138461.0,65121266717.86,87979239.42,0.0,2.05,561.05,2020-11-29,653512.5714285715
2020-11-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0341,0.0,691166143.69,0.0,11555884734.0,0.5564,2.116,17495290543.45,0.0,0.0,37019408341.92,0.0,20597967679.45,0.0,2181.0,7374681.33,1183915.0,4951.0,337220.0,675.21,10307558.0,69576210026.94,90930509.96,0.0659,1.98,598.03,2020-11-30,644321.7142857143
2020-12-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515515287.56,0.0,12231425676.0,0.5564,2.116,17495290543.45,0.0,0.0,37019408341.92,0.0,20597967679.45,0.0,2181.0,7713383.08,1172361.0,7996.0,341551.0,572.2,11319957.0,66950738084.68,91819218.15,0.0,1.98,598.03,2020-12-01,644321.7142857143
2020-12-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513290217.48,0.0,12164995182.0,0.5564,2.116,17495290543.45,0.0,0.0,37019408341.92,0.0,20597967679.45,0.0,2181.0,3778290.92,1071389.0,7493.0,314995.0,677.91,11884463.0,68153602806.22,98158810.33,0.0,1.98,598.03,2020-12-02,644321.7142857143
2020-12-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558021938.73,0.0,12289957006.0,0.5564,2.116,17495290543.45,0.0,0.0,37019408341.92,0.0,20597967679.45,0.0,2181.0,4300958.12,1114178.0,8414.0,321281.0,781.63,11901741.0,70109767421.96,97007192.42,0.0,1.98,598.03,2020-12-03,644321.7142857143
2020-12-04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492374144.36,0.0,12573525372.0,0.5564,2.116,17495290543.45,0.0,0.0,37019408341.92,0.0,20597967679.45,0.0,2181.0,4496782.61,1134337.0,6560.0,324670.0,498.06,8424978.0,64944263291.91,86302542.38,0.0,1.98,598.03,2020-12-04,644321.7142857143
2020-12-05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573853614.13,0.0,11949001604.0,0.5564,2.116,17495290543.45,0.0,0.0,37019408341.92,0.0,20597967679.45,0.0,2181.0,3173767.7,1055722.0,10526.0,318912.0,764.36,9478705.0,67764042948.98,91469353.59,0.0,1.98,598.03,2020-12-05,644321.7142857143
2020-12-06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495260517.8,0.0,12312618649.0,0.5564,2.116,17495290543.45,0.0,0.0,37019408341.92,0.0,20597967679.45,0.0,2181.0,3188397.39,1034515.0,6290.0,300761.0,754.69,5905949.0,68483582708.02,85608059.74,0.0,1.98,598.03,2020-12-06,644321.7142857143
2020-12-07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1869,0.0,662156955.64,0.0,12379320222.0,0.564,1.9404,17792916030.86,0.0,0.0,34525164262.38,0.0,19472492084.85,0.0,2233.0,4230484.66,1102501.0,8048.0,312575.0,745.96,6894739.0,67474119685.87,84695936.98,-0.0479,1.61,569.39,2020-12-07,633241.2857142857
2020-12-08,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607555125.0,0.0,12460796802.0,0.564,1.9404,17792916030.86,0.0,0.0,34525164262.38,0.0,19472492084.85,0.0,2233.0,5371703.33,1149816.0,10263.0,318398.0,538.38,16033705.0,63305670197.48,77643530.78,0.0,1.61,569.39,2020-12-08,633241.2857142857
2020-12-09,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536977015.18,0.0,12067078437.0,0.564,1.9404,17792916030.86,0.0,0.0,34525164262.38,0.0,19472492084.85,0.0,2233.0,5767550.78,1150822.0,10431.0,315347.0,500.28,18597040.0,65276424697.15,77258533.72,0.0,1.61,569.39,2020-12-09,633241.2857142857
2020-12-10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556554974.96,0.0,12044250045.0,0.564,1.9404,17792916030.86,0.0,0.0,34525164262.38,0.0,19472492084.85,0.0,2233.0,4763921.59,1092429.0,9785.0,298899.0,490.23,18007840.0,63759073874.73,73019479.91,0.0,1.61,569.39,2020-12-10,633241.2857142857
2020-12-11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480524566.76,0.0,11838440712.0,0.564,1.9404,17792916030.86,0.0,0.0,34525164262.38,0.0,19472492084.85,0.0,2233.0,5273551.44,1122160.0,6064.0,317328.0,446.93,19459173.0,62124158560.86,67063074.53,0.0,1.61,569.39,2020-12-11,633241.2857142857
2020-12-12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454587741.09,0.0,11565188035.0,0.564,1.9404,17792916030.86,0.0,0.0,34525164262.38,0.0,19472492084.85,0.0,2233.0,3531517.82,1092064.0,8639.0,339044.0,482.63,17878076.0,64655118180.32,68998005.96,0.0,1.61,569.39,2020-12-12,633241.2857142857
2020-12-13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504852980.09,0.0,12018394387.0,0.564,1.9404,17792916030.86,0.0,0.0,34525164262.38,0.0,19472492084.85,0.0,2233.0,3921289.8,1142703.0,11159.0,352728.0,503.59,17870399.0,67134794851.68,72368450.62,0.0,1.61,569.39,2020-12-13,633241.2857142857
2020-12-14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,570611874.21,0.0,12358748754.0,0.5598,2.4558,17906257158.0,0.0,0.0,43973630190.02,0.0,24614801987.49,0.0,2165.0,5561581.52,1241593.0,12730.0,368932.0,496.45,17664911.0,66629545532.42,74144495.07,0.1059,1.68,629.7,2020-12-14,657726.7142857143
2020-12-15,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746899652.35,0.0,12348633771.0,0.5598,2.4558,17906257158.0,0.0,0.0,43973630190.02,0.0,24614801987.49,0.0,2165.0,7681005.02,1215285.0,29414.0,350976.0,531.29,18804199.0,67041487308.62,80958321.3,0.0,1.68,629.7,2020-12-15,657726.7142857143
2020-12-16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517061149.78,0.0,12643288863.0,0.5598,2.4558,17906257158.0,0.0,0.0,43973630190.02,0.0,24614801987.49,0.0,2165.0,8158908.28,1261767.0,203816.0,387350.0,541.8,20367431.0,72301103108.22,82697026.71,0.0,1.68,629.7,2020-12-16,657726.7142857143
2020-12-17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725976092.91,0.0,12876108350.0,0.5598,2.4558,17906257158.0,0.0,0.0,43973630190.02,0.0,24614801987.49,0.0,2165.0,14200890.72,1342281.0,538046.0,422760.0,497.95,22252966.0,72955533475.18,77962145.67,0.0,1.68,629.7,2020-12-17,657726.7142857143
2020-12-18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785011180.51,0.0,13311042178.0,0.5598,2.4558,17906257158.0,0.0,0.0,43973630190.02,0.0,24614801987.49,0.0,2165.0,7279136.59,1193950.0,547949.0,382246.0,511.65,18133010.0,74135277407.04,79098065.29,0.0,1.68,629.7,2020-12-18,657726.7142857143
2020-12-19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534290252.78,0.0,13295925276.0,0.5598,2.4558,17906257158.0,0.0,0.0,43973630190.02,0.0,24614801987.49,0.0,2165.0,6447192.65,1162872.0,840680.0,389997.0,530.68,14005083.0,75092677592.1,77655684.26,0.0,1.68,629.7,2020-12-19,657726.7142857143
2020-12-20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738193489.92,0.0,13714322168.0,0.5598,2.4558,17906257158.0,0.0,0.0,43973630190.02,0.0,24614801987.49,0.0,2165.0,4368568.72,1074305.0,320846.0,318293.0,462.37,16324906.0,72618785345.54,72790529.4,0.0,1.68,629.7,2020-12-20,657726.7142857143
